input_index,url,name_bg,brand_name,status,confidence,warnings
1,https://dp-silver.com/product/gk2,Гривна с кожа и сребърни елементи №2,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
2,https://dp-silver.com/product/g151,Нежна гривна Камъче №151,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
3,https://dp-silver.com/product/grivna-za-glezen-kamache,Гривна за глезен Камъче,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
4,https://dp-silver.com/product/grivna-za-glezen-infiniti,Гривна за глезен Инфинити,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
5,https://dp-silver.com/product/gch1-4,Гривна с конец и закопчалка Кръст,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
6,https://dp-silver.com/product/tvarda-tanka-grivna,Твърда тънка гривна №15,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
7,https://dp-silver.com/product/majka-grivna-s-izdaljeni-elementi,Мъжка гривна с издължени елементи №170,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
8,https://dp-silver.com/product/grivna-s-bukva-a,Гривна с буква А,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
9,https://dp-silver.com/product/grivna-s-bukva-b,Гривна с буква Б,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
10,https://dp-silver.com/product/l104,Колие с вълнообразни елементи и камъни №104,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
11,https://dp-silver.com/product/l49,Сребърно колие с инкрустирани циркони №49,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
12,https://dp-silver.com/product/l51k,Елегантно сребърно колие с камъни №51к,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
13,https://dp-silver.com/product/korda-s-kapkovidno-kamache,Корда с капковидно камъче,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
14,https://dp-silver.com/product/kolie-elegans,Колие Елеганс,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
15,https://dp-silver.com/product/ob101,Мини блестящи халки №101,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
16,https://dp-silver.com/product/f3g,Класически обици халки - голям размер №3г,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
17,https://dp-silver.com/product/visyashti-ob177,Висящи обици принцеса Даяна №177,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
18,https://dp-silver.com/product/ob91,Изкуство №91,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
19,https://dp-silver.com/product/ob70,Халки с троен блясък №70,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
20,https://dp-silver.com/product/ob73,Обици Слънчеви лъчи №73,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
21,https://dp-silver.com/product/p110,Блестящи извивки №110,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
22,https://dp-silver.com/product/p117,Тройни лъчи №117,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
23,https://dp-silver.com/product/p119,Докосване №119,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
24,https://dp-silver.com/product/p121,Бляскава халка №121,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
25,https://dp-silver.com/product/p129,Семпъл изчистен пръстен №129,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
26,https://dp-silver.com/product/p190,Змийче №190,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
27,https://dp-silver.com/product/p187,Квадрати и седеф №187,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
28,https://dp-silver.com/product/p208,Седефена спирала №208,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
29,https://dp-silver.com/product/p158,Блестящо слънце №158,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
30,https://dp-silver.com/product/p203,Нежен годежен пръстен №203,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
31,https://dp-silver.com/product/p217,"""Бъди моя спътница"" №217",DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
32,https://dp-silver.com/product/m21,Ангел-пазител №21,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
33,https://dp-silver.com/product/s120,Капковидна нежност и блясък,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
34,https://dp-silver.com/product/s891,Седефени стрелки,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
35,https://dp-silver.com/product/s208,Водни кончета,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
36,https://dp-silver.com/product/s233,Мини капчици,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
37,https://dp-silver.com/product/perli-i-nejnost,Капковидни перли и нежност,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
38,https://dp-silver.com/product/komplekt-perleno-cvete,Комплект Перлено цвете,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
39,https://dp-silver.com/product/personalizirano-kolie-s-ime-poli,"Персонализирано колие с име ""Поли""",DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
40,https://dp-silver.com/product/personalizirano-kolie-s-ime-gergana,"Персонализирано колие с име ""Гергана""",DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
41,https://dp-silver.com/product/personalizirano-kolie-s-ime-cveta,Персонализирано колие с име Цвета,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
42,https://dp-silver.com/product/grivna-s-konec-i-zlatna-bukva,Гривна с конец и златна буква,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
43,https://dp-silver.com/product/grivna-s-konec-i-zlatna-bukva-2,Гривна с конец и златна буква,DP Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|BATCH_SLUG_COLLISION|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
44,https://astogold.bg/bg/magazin/kolie-byalo-zlato-14k-estestveni-diamanti-0-14ct-vs-g-asto-gold,Колие от бяло злато 14K с естествени диаманти 0.14ct VS/G | ASTO Gold,ASTO Gold,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
45,https://astogold.bg/bg/magazin/kolie-rozovo-byalo-zlato-14k-diamanti-0-14ct-vs-g-asto-gold,Колие от розово и бяло злато 14K с диаманти 0.14ct VS/G | ASTO Gold,ASTO Gold,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
46,https://astogold.bg/bg/magazin/moderen-zlaten-prasten-diamanti-0-21ct-asto-gold,Модерен Златен Пръстен с Диаманти 0.21ct. | ASTO Gold,ASTO Gold,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
47,https://astogold.bg/bg/magazin/zlatni-obetsi-zhalto-zlato-14k-tsirkoni-florin,"Златни обеци халки ""Флорин"" от жълто злато 14К с циркони",ASTO Gold,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
48,https://astogold.bg/bg/magazin/zlatna-visulki-sarce-zhalto-zlato-tsirkon-astogold-1,"Златна висулка ""Сърце"" от жълто злато 14К с цикрони",ASTO Gold,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_MATERIALS
49,https://astogold.bg/bg/magazin/prasten-zhalto-zlato-izumrudi-diamanti-14k-asto-gold,Пръстен от Жълто Злато с Изумруди и Диаманти 14K | ASTO Gold,ASTO Gold,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
50,https://astogold.bg/bg/magazin/godezhen-prasten-byalo-zlato-diamanti-0-09-karata-asto-gold,Годежен Пръстен от Бяло Злато с Диаманти 0.09 карата | ASTO Gold,ASTO Gold,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
51,https://astogold.bg/bg/magazin/zlatna-grivna-unikalna-pletka-byalo-zhalto-zlato-14k-asto,Златна Гривна с Уникална Плетка Бяло и Жълто Злато 14К | ASTO,ASTO Gold,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
52,https://astogold.bg/bg/magazin/damska-zlatna-grivna-valnoobrazen-dizayn-14k-asto,Дамска Златна Гривна с Вълнообразен Дизайн 14К | ASTO,ASTO Gold,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
53,https://astogold.bg/bg/magazin/godezhen-prasten-byalo-zlato-diamant-0-18ct-vs1-f-asto-gold,Годежен Пръстен от Бяло Злато с Диамант 0.18ct. VS1/F | ASTO Gold,ASTO Gold,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
54,https://astogold.bg/bg/magazin/zlatni-obetsi-estestveni-diamanti-2x0-24ct-aura-asto-gold,Златни Обеци с Естествени Диаманти 2x0.24ct. „Aura“ | ASTO Gold,ASTO Gold,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
55,https://astogold.bg/bg/magazin/prasten-ruby-royal-estestven-rubin-diamanti,Пръстен „Ruby Royal“ с естествен рубин и диаманти,ASTO Gold,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
56,https://astogold.bg/bg/magazin/prasten-aura-mint-zhalto-zlato-14k-0-13ct-diamanti,Пръстен Aura Mint от жълто злато 14К с 0.13ct. диаманти,ASTO Gold,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
57,https://astogold.bg/bg/magazin/prasten-aura-rose-rozovo-zlato-0-13ct-diamanti,Пръстен Aura Rose от розово злато с 0.13ct. диаманти,ASTO Gold,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
58,https://astogold.bg/bg/magazin/diamanten-prasten-royal-asscher-heritage-byalo-zlato,Диамантен пръстен „Royal Asscher Heritage“ от бяло злато,ASTO Gold,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
59,https://astogold.bg/bg/magazin/diamantena-tenis-grivna-estestveni-diamanti-0-54ct,Диамантена тенис гривна с естествени диаманти 0.54ct.,ASTO Gold,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
60,https://astogold.bg/bg/magazin/diamanten-prasten-brilliance-byalo-zlato,"Диамантен пръстен ""Brilliance"" от бяло злато",ASTO Gold,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
61,https://astogold.bg/bg/magazin/diamanten-prasten-noshtna-elegantnost-sedef,Диамантен пръстен „Нощна елегантност“ със седеф,ASTO Gold,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
62,https://astogold.bg/bg/magazin/diamanten-prasten-belisima-flora-sedef,Диамантен пръстен „Белисима Флора“ със седеф,ASTO Gold,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
63,https://astogold.bg/bg/magazin/godezhen-prasten-luce-eterna-naturalni-diamanti,"Годежен пръстен ""Luce Eterna "" с натурални диаманти",ASTO Gold,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
64,https://bulgariansilver.com/ваучер-за-подарък-002-156,Ваучер за подарък_002,Bulgarian Silver,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_PRODUCT_TYPE|MISSING_IMAGES|MISSING_MATERIALS
65,https://bulgariansilver.com/детско-колие-мак--3336-1-2015,"Детско колие ""Мак""- 3336",Bulgarian Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_IMAGES|MISSING_MATERIALS
66,https://bulgariansilver.com/детско-сребърно-колие-раче-осмокраче--2539-1-1944,"Детско колие ""Раче-Осмокраче""- 2539",Bulgarian Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_IMAGES
67,https://bulgariansilver.com/сребърен-пръстен-хелиос--2553-488,"Сребърен пръстен ""Хелиос"" - 2553",Bulgarian Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_IMAGES|MISSING_MATERIALS
68,https://bulgariansilver.com/сребърен-пръстен-клео-/-цитрин-1-2221,"Сребърен пръстен ""Клео""/ Цитрин",Bulgarian Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_IMAGES|MISSING_MATERIALS
69,https://bulgariansilver.com/сребърен-комплект-сагенитов-ахат/-уникат-1-2187,"Сребърен комплект ""Рада""/ Сагенитов ахат/ УНИКАТ",Bulgarian Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_IMAGES|MISSING_MATERIALS
70,https://bulgariansilver.com/сребърен-пръстен-с-нифрит/аметист/цитрин--1-2176,Сребърен пръстен с Нефрит/Аметист/Цитрин / УНИКАТ,Bulgarian Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_IMAGES|MISSING_MATERIALS
71,https://bulgariansilver.com/сребърен-комплект-кло--цитрин/-уникат-1-2031,"Сребърен комплект ""Кло""- Цитрин/ Уникат",Bulgarian Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_IMAGES|MISSING_MATERIALS
72,https://bulgariansilver.com/сребърен-пръстен-непал-/-аметрин--аметист-цитрин-1-2224,"Сребърен пръстен ""Непал""/ Аметрин - аметист цитрин",Bulgarian Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_IMAGES|MISSING_MATERIALS
73,https://bulgariansilver.com/сребърен-пръстен-кай-/-цитрин-1-2283,"Сребърен пръстен ""Кай""/ Цитрин",Bulgarian Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_IMAGES|MISSING_MATERIALS
74,https://bulgariansilver.com/сребърен-медальон-св.-георги/-г-1-2086,Сребърен медальон Св. Димитър/ Г - 3481,Bulgarian Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_IMAGES|MISSING_MATERIALS
75,https://bulgariansilver.com/гривна--1016-/-сребро-и-естествена-кожа-1-2278,Гривна - 1016/ сребро и естествена кожа,Bulgarian Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_IMAGES
76,https://bulgariansilver.com/сребърен-медальон--2613-1395,Сребърен медальон - 2613,Bulgarian Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_IMAGES|MISSING_MATERIALS
77,https://bulgariansilver.com/сребърен-пръстен-вода-/-планински-кристал-1-2319,"Сребърен пръстен ""Вода""/ Планински кристал",Bulgarian Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_IMAGES|MISSING_MATERIALS
78,https://bulgariansilver.com/сребърен-пръстен-косара-малахит/авантюрин/тзркоаз/розов-кварц/карнеол/оникс/седеф-1-2323,"Сребърен пръстен ""Косара"" Малахит/Авантюрин/Тюркоаз/Розов кварц/Карнеол/Оникс/Седеф",Bulgarian Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_IMAGES|MISSING_MATERIALS
79,https://bulgariansilver.com/сребърен-пръстен-везни--розов-кварц-706,"Сребърен пръстен ""Везни"" - Розов кварц",Bulgarian Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_IMAGES|MISSING_MATERIALS
80,https://bulgariansilver.com/сребърен-медальон-метор--1-2168,"Сребърен медальон ""Метеор""/ Лабрадорит",Bulgarian Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_IMAGES|MISSING_MATERIALS
81,https://bulgariansilver.com/сребърен-комплект-арлета-/-лабрадорит/-уникат-1-2216,"Сребърен комплект ""Арлета""/ Лабрадорит/ Уникат",Bulgarian Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_IMAGES|MISSING_MATERIALS
82,https://bulgariansilver.com/сребърен-пръстен-грийн--уникат-/-турмалин-1-2310,"Сребърен пръстен ""Грийн"" - Уникат / Турмалин",Bulgarian Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_IMAGES|MISSING_MATERIALS
83,https://bulgariansilver.com/сребърен-комплект-лада--2809-м-/-бп-405,"Сребърен комплект ""Лада"" - 2809 М / БП",Bulgarian Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_IMAGES|MISSING_MATERIALS
84,https://bulgariansilver.com/сребърен-пръстен-тея--3261-1-2070,"Сребърен пръстен ""Тея"" - 3261",Bulgarian Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_IMAGES|MISSING_MATERIALS
85,https://bulgariansilver.com/сребърен-пръстен-илюзия--3359-718,"Сребърен пръстен ""Илюзия""- 3359",Bulgarian Silver,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_IMAGES|MISSING_MATERIALS
86,https://efirgems.com/shop/medalon-sas-7-94-karata-izumrud-i-diamanti/,Медальон със 7.94 карата изумруд и диаманти,EFIR Gems,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
87,https://efirgems.com/shop/obitsi-sas-zambijski-izumrudi/,Обици със замбийски изумруди,EFIR Gems,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
88,https://efirgems.com/shop/kolie-sas-smenyastht-tsveta-si-granat/,Колие със сменящ цвета си гранат,EFIR Gems,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
89,https://efirgems.com/shop/limitirana-visulka-lampa/,Лимитирана висулка - Вълшебна лампа,EFIR Gems,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
90,https://efirgems.com/shop/grivna-embracelet/,"Гривна ""Embracelet""",EFIR Gems,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
91,https://efirgems.com/shop/prasten-zmii/,Пръстен - Змии,EFIR Gems,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
92,https://efirgems.com/shop/zlatni-obici-skobi/,"Златни обици ""Ивици""",EFIR Gems,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
93,https://efirgems.com/shop/zlatni-pafti/,Златни Пафти,EFIR Gems,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
94,https://efirgems.com/shop/medalon-kanaticza/,Медальон Канатица,EFIR Gems,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
95,https://efirgems.com/shop/obiczi-arpalii/,"Обици ""Арпалии""",EFIR Gems,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
96,https://efirgems.com/shop/koktejlen-prasten-s-czitrin-i-diamanti/,Коктейлен пръстен с Цитрин и Диаманти,EFIR Gems,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
97,https://efirgems.com/shop/opaldiamonds-pendant/,Медальон с Опал и Диаманти,EFIR Gems,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
98,https://efirgems.com/shop/7932/,Коктейлен пръстен с Цитрин,EFIR Gems,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
99,https://efirgems.com/shop/obiczi-s-vazli/,Обици с възли,EFIR Gems,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
100,https://efirgems.com/shop/prasten-s-vazel/,Пръстен с възел,EFIR Gems,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
101,https://efirgems.com/shop/prasten-spageti-s-mentov-turmalin/,Пръстен - Спагети с ментов Турмалин,EFIR Gems,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
102,https://efirgems.com/shop/prasten-sas-sapfir-sartse/,Пръстен със Сапфир сърце,EFIR Gems,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
103,https://efirgems.com/shop/prasten-s-rubin-i-diamanti/,Пръстен с Рубин и Диаманти,EFIR Gems,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
104,https://efirgems.com/shop/medalon-s-morganit-i-diamanti/,Медальон с Морганит и Диаманти,EFIR Gems,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
105,https://efirgems.com/shop/prasten-have-some-faith-sister-s-diamanti/,"Пръстен ""Have some faith, sister"" с диаманти",EFIR Gems,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
106,https://efirgems.com/shop/obici-slynce-i-luna/,Обици Слънце и Луна,EFIR Gems,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
107,https://biju03.com/zlaten-i-diamant-portret-na-prirodata-godezhen-prasten.html,Годежен пръстен-R/506,Biju03,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_MATERIALS
108,https://biju03.com/zlaten-chashkov-prasten-komplekt-s-byal-diamant.html,Годежен пръстен-R/532,Biju03,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_MATERIALS
109,https://biju03.com/zlatna-grivna-s-cherven-konetz-bezkrainost-.html,Златна гривна с червен конец ''Безкрайност'',Biju03,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
110,https://biju03.com/zlatna-grivna-s-cherven-konetz-krast-.html,"Златна гривна с червен конец ""Кръст""",Biju03,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_MATERIALS
112,https://biju03.com/ladies-and-mens-wedding-bands.html,Дамска и мъжка класически прави сватбени халки,Biju03,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
113,https://biju03.com/damska-i-mazka-klasicheski-pravi-svatbeni-halki.html,Дамска и мъжка класически прави сватбени халки,Biju03,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|BATCH_SLUG_COLLISION
114,https://biju03.com/damska-i-mazka-klasicheski-mat-i-polirani-pravi-svatbeni-halki.html,Дамска и мъжка класически мат и полирани прави сватбени халки,Biju03,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
115,https://biju03.com/brachna-halka-r-6524.html,Брачна халка R-6524,Biju03,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
116,https://biju03.com/godezen-prasten-4.html,Годежен пръстен-R/505,Biju03,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|MISSING_MATERIALS
117,https://biju03.com/godezen-prasten-r-501.html,Годежен пръстен-R/501,Biju03,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED
