input_index,url,name_bg,brand_name,status,confidence,warnings
309,https://www.artdesignbeni.com/kutiia-plik-sas-sapuneni-rozi.html,Кутия плик със сапунени рози,Art Design Beni,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
310,https://www.artdesignbeni.com/sapuneni-slanchogledi-i-suhi-tzvetia-v-ratanova-kashpa.html,Сапунени слънчогледи и сухи цветя в ратанова кашпа,Art Design Beni,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
311,https://www.artdesignbeni.com/buket-v-luksozna-kutiia-sas-sapuneni-slanchogledi-rozi-i-suhi-tzvetia.html,"Букет в луксозна кутия със сапунени слънчогледи, рози и сухи цветя",Art Design Beni,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
312,https://www.artdesignbeni.com/liubov-v-luks.html,Любов в лукс,Art Design Beni,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|MISSING_MATERIALS
313,https://www.artdesignbeni.com/nebesna-liubov.html,Небесна любов,Art Design Beni,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|MISSING_MATERIALS
314,https://www.artdesignbeni.com/oblak-ot-neznost.html,Облак от нежност,Art Design Beni,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
315,https://www.artdesignbeni.com/rozova-mechta.html,Розова мечта,Art Design Beni,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|MISSING_MATERIALS
316,https://www.artdesignbeni.com/51-beli-rozi-biala-liubov-.html,51 бели рози „Бяла любов“,Art Design Beni,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
317,https://www.artdesignbeni.com/biala-gipsofila-v-elegantna-kutiia.html,Бяла гипсофила в елегантна кутия,Art Design Beni,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
318,https://tofi.bg/damski/damski-chehli/damski-shehli-bela/,Дамски чехли БЕЛА (кафяво),TOFI,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
319,https://tofi.bg/za-doma/kilimi/agneshka-koja/,Агнешка кожа-килим,TOFI,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
320,https://tofi.bg/onlajn-magazin-za-chehli-pantofi-i-botu/bezhova-shapka-ot-zaeshka-kozha-ushanka-uniseks/,Бежова шапка от заешка кожа - ушанка унисекс,TOFI,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
321,https://tofi.bg/detski/bebe/bezhovi-bebeshki-buyki-viki-estestvena-agneshka-kozha/,Бежови бебешки буйки ВИКИ - чесна агнешка кожа,TOFI,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
322,https://tofi.bg/detski/bebe/bezhovi-bebeshki-buyki-niki-ot-agneshka-kozha/,Бежови бебешки буйки НИКИ от агнешка кожа,TOFI,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
323,https://tofi.bg/damski/rakavici/bejovi-damski-rakavici-bez-prasti-puh-i-agneshka-koja/,Бежови дамски ръкавици без пръсти - пух и агнешка кожа,TOFI,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
324,https://tofi.bg/detski/detski-botushi/bejovi-detski-botushi-miki-toplo-bejovo-s-kafiavi-shevove/,Бежови детски ботуши МИКИ - топло бежово с кафяви шевове,TOFI,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
325,https://tofi.bg/detski/detski-pantofi/bejovi-detski-pantofi-pipi-s-biala-puhkava-iaka/,Бежови детски пантофи ПИПИ с бяла пухкава яка,TOFI,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
326,https://tofi.bg/damski/damski-chehli/bejovi-damski-chehli-miia-kapuchino-s-biala-puhkava-iaka/,Бежови дамски чехли МИЯ - капучино с бяла пухкава яка,TOFI,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
327,https://tofi.bg/detski/detski-chehli/bejovi-detski-chehli-miia-ot-agneshka-koja/,Бежови детски чехли МИЯ от агнешка кожа,TOFI,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
328,https://tofi.bg/onlajn-magazin-za-chehli-pantofi-i-botu/bejzbolna-shapka-s-ushi-ot-teleshka-koja/,Бейзболна шапка с уши от телешка кожа,TOFI,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
329,https://tofi.bg/damski/botuschi/damski-botushi-mishel/,Ботуши МИШЕЛ (чесна),TOFI,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
330,https://tofi.bg/damski/pantofi/sissy-womens-slippers/,Дамски пантофи СИСИ (натурал),TOFI,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
331,https://tofi.bg/damski/damski-chehli/damski-chekhli-ema-bejavo/,Дамски чехли ЕМА (бежово),TOFI,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
332,https://tofi.bg/damski/damski-chehli/damski-chekhul-zeleno/,Дамски чехли ЕМА (зелено),TOFI,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
333,https://tofi.bg/damski/damski-chehli/damski-chekhli-natural/,Дамски чехли ЕМА (натурал),TOFI,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
334,https://tofi.bg/damski/damski-chehli/damski-chekhli-lilavo/,Дамски чехли ЕМА (лилаво),TOFI,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
335,https://tofi.bg/damski/damski-chehli/damski-chehlil-sofiya-bejovo/,Дамски чехли СОФИЯ (бежово),TOFI,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
336,https://tofi.bg/damski/damski-chehli/damski-shehyl-sofiqrozovo/,Дамски чехли СОФИЯ (розово),TOFI,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
337,https://tofi.bg/onlajn-magazin-za-chehli-pantofi-i-botu/kafiav-majki-kasket-model-golf-ot-teleshka-koja/,"Кафяв мъжки каскет модел ""Голф"" от телешка кожа",TOFI,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
338,https://tofi.bg/majki/majki-chehli/kafiavi-majki-chehli-iavor-ot-agneshka-koja/,Кафяви мъжки чехли ЯВОР от агнешка кожа,TOFI,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
339,https://tofi.bg/za-doma/taburetki/kvadratna-taburetka/,Квадратната табуретка,TOFI,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
340,https://tofi.bg/za-doma/taburetki/kragla-taburetka/,Кръгла табуретка,TOFI,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
341,https://tofi.bg/onlajn-magazin-za-chehli-pantofi-i-botu/gift-card-tofi/,Подаръчен ваучер TOFI,TOFI,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
342,https://tofi.bg/damski/rakavici/rykavici-varaschkibejovo/,Ръкавици ВАРАШКИ (бежово),TOFI,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
343,https://tofi.bg/detski/bebe/rozovi-bebeshki-bujki-niki-agneshka-koja/,Розови бебешки буйки НИКИ - агнешка кожа,TOFI,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
344,https://tofi.bg/damski/botuschi/stelki-za-obuvki/,Стелки за обувки,TOFI,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
345,https://tofi.bg/majki/myjki-schapki/cherna-damska-majka-shapka-ivan-ushanka-ot-agneshka-koja/,Черна унисекс шапка ИВАН - ушанка от агнешка кожа,TOFI,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
370,https://www.bulinnovation.com/bg/product/bio-eterichno-maslo-rozmarin/#tab1,Био етерично масло от Розмарин,BULINNOVATION,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
371,https://www.bulinnovation.com/bg/product/bio-eterichno-masla-bezsmurtniche/,Био етерично масло от Безсмъртниче,BULINNOVATION,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
372,https://www.bulinnovation.com/bg/product/bio-eterichno-maslo-menta/,Био етерично масло от Мента,BULINNOVATION,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
373,https://www.bulinnovation.com/bg/product/био-етерично-масло-от-куркума/,Био етерично масло от Куркума,BULINNOVATION,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE
374,https://www.bulinnovation.com/bg/product/bio-floralna-voda-ot-rozmarin/,Био флорална вода от Розмарин,BULINNOVATION,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
375,https://www.bulinnovation.com/bg/product/smes-ot-organichni-floralni-vodi-za-mazna-kosa/,Смес от органични флорални води за Мазна Коса,BULINNOVATION,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
376,https://www.bulinnovation.com/bg/product/smes-ot-organichni-floralni-vodi-za-syha-kosa/,Смес от органични флорални води за Суха Коса,BULINNOVATION,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
377,https://www.bulinnovation.com/bg/product/smes-ot-bio-floralni-vodi-za-syha-koja/,Смес от био флорални води за Суха Кожа,BULINNOVATION,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
378,https://www.bulinnovation.com/bg/product/smes-ot-bio-floralni-vodi-za-mazna-koja/,Смес от био флорални води за Мазна Кожа,BULINNOVATION,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
379,https://www.bulinnovation.com/bg/product/naturalen-aromatizator-citrus/,Натурален ароматизатор Цитрус,BULINNOVATION,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
380,https://www.bulinnovation.com/bg/product/bio-floralna-voda-ot-bulgarska-roza/,Био флорална вода от българска Роза,BULINNOVATION,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
381,https://www.bulinnovation.com/bg/product/naturalen-aromatizator-bql-bor/,Натурален ароматизатор Бял бор,BULINNOVATION,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
382,https://www.bulinnovation.com/bg/product/naturalen-aromatizator-matochina/,Натурален ароматизатор за спокоен сън Маточина,BULINNOVATION,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
383,https://damascenashop.net/produkt/honey-rose-150-g/,Мед от рози-150гр.,Damascena,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
384,https://damascenashop.net/produkt/deo-cream/,Натурален крем-дезодорант,Damascena,REVIEW,HIGH,NEW_BRAND_REVIEW_REQUIRED|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
385,https://damascenashop.net/produkt/rose-roses/,Розе с рози – Пино Ноар,Damascena,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
386,https://damascenashop.net/produkt/rose-oil-1-ml/,Розово масло 1 гр.,Damascena,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
387,https://damascenashop.net/produkt/naturalperfumelight/,Натурален парфюм Light,Damascena,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
388,https://damascenashop.net/produkt/lotionaftersun/,Лосион след слънце,Damascena,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
389,https://damascenashop.net/produkt/disinfecting-rose/,Дълбоко почистващ флуид Роза (дезинфектант),Damascena,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
390,https://damascenashop.net/produkt/grape-rose/,Гюлова ракия,Damascena,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_CATEGORY|MISSING_SUBCATEGORY|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
391,https://damascenashop.net/produkt/balsamlaika/,Балсам за тяло с лайка и лавандула,Damascena,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
392,https://damascenashop.net/produkt/balsamroses/,Балсам за тяло с невен и роза,Damascena,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
393,https://damascenashop.net/produkt/dvufazenlotion/,Двуфазен почистващ лосион,Damascena,REVIEW,MEDIUM,NEW_BRAND_REVIEW_REQUIRED|MISSING_PRODUCT_TYPE|SOURCE_PRICE_NOT_MAPPED_TO_APPROXIMATE_RANGE|MISSING_MATERIALS
393,https://ellegemdesigns.com/products/gold-heart-necklace,,Elle Gem Designs,DUPLICATE_INPUT,,EXACT_DUPLICATE_INPUT_URL
