name_bg,brand_name,slug,category,tags,price_min_eur,price_max_eur,currency,short_desc_bg,long_desc_bg,product_url,brand_url,image_urls,is_active,created_at,brand_slug,meta_title_bg,meta_desc_bg,intro_bg,rating,address,brand_ref,subcategory,product_type,giftable,recipient,gift_occasion,attributes,colors,materials,audience,recipient_age,recipient_gender,role_interest,wedding_anniversary_type,gemstone,jewelry_detail,clothing_style,sleeve,season,ingredient,skin_type,skin_need,hair_need,logo_url,instagram_url,facebook_url,physical_address_type
Ваучер за подарък,Лена Велур,vaucher-za-podarak,,,,,EUR,Ваучер за подарък от Лена Велур.,,https://shop.lenavelur.com/shop/vaucher-podarak/,https://shop.lenavelur.com,,TRUE,,lena-velur,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,
Мъжки топлинки от естествена кожа,Лена Велур,mazhki-toplinki-ot-estestvena-kozha,,,,,EUR,"Мъжки топлинки от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/majki-toplinki-estestvena-koja-kafevi/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/men_0005.jpg,TRUE,,lena-velur,,,,,,,,,false,,,,,Естествена кожа,Мъже,,,,,,,,,,,,,,,,,
Мъжки топлинки от естествена кожа,Лена Велур,mazhki-toplinki-ot-estestvena-kozha-2,,,,,EUR,"Мъжки топлинки от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/majki-toplinki-estestvena-koja-bejovi/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/men_0004.jpg,TRUE,,lena-velur,,,,,,,,,false,,,,,Естествена кожа,Мъже,,,,,,,,,,,,,,,,,
Детски топлинки от естествена кожа,Лена Велур,detski-toplinki-ot-estestvena-kozha,,,,,EUR,"Детски топлинки от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/detski-toplinki-estestvena-koja-bejovi/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/kids_00003.jpg,TRUE,,lena-velur,,,,,,,,,false,,,,,Естествена кожа,Деца,,,,,,,,,,,,,,,,,
Детски топлинки от естествена кожа,Лена Велур,detski-toplinki-ot-estestvena-kozha-2,,,,,EUR,"Детски топлинки от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/detski-toplinki-estestvena-koja-kafevi/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/kids_0002.jpg,TRUE,,lena-velur,,,,,,,,,false,,,,,Естествена кожа,Деца,,,,,,,,,,,,,,,,,
Детски топлинки от естествена кожа,Лена Велур,detski-toplinki-ot-estestvena-kozha-3,,,,,EUR,"Детски топлинки от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/detski-toplinki-estestvena-koja-sini/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/kids_0001.jpg,TRUE,,lena-velur,,,,,,,,,false,,,,,Естествена кожа,Деца,,,,,,,,,,,,,,,,,
Дамски топлинки от естествена кожа,Лена Велур,damski-toplinki-ot-estestvena-kozha,,,,,EUR,"Дамски топлинки от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/damski-toplinki-estestvena-koja-jalti/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/woman_0002.jpg,TRUE,,lena-velur,,,,,,,,,false,,,,,Естествена кожа,Жени,,,,,,,,,,,,,,,,,
Дамски топлинки от естествена кожа,Лена Велур,damski-toplinki-ot-estestvena-kozha-2,,,,,EUR,"Дамски топлинки от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/damski-toplinki-estestvena-koja-lilavi/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/woman_0001-1.jpg,TRUE,,lena-velur,,,,,,,,,false,,,,,Естествена кожа,Жени,,,,,,,,,,,,,,,,,
Професионална чанта от PVC брезент за медицински принадлежности,Лена Велур,profesionalna-chanta-ot-pvc-brezent-za-meditsinski-prinadlezhnosti,Облекло,,,,EUR,"Професионална чанта от PVC брезент за медицински принадлежности от Лена Велур. Материали, посочени от бранда: Памук.",,https://shop.lenavelur.com/shop/profesionalna-chanta-estestvena-koja-chervena/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/02/mk01.jpg,TRUE,,lena-velur,,,,,,,Дамско облекло,Поли,false,,,,Червен,Памук,,,,,,,,,,,,,,,,,,
Професионална чанта от PVC брезент за инструменти,Лена Велур,profesionalna-chanta-ot-pvc-brezent-za-instrumenti,Облекло,,,,EUR,Професионална чанта от PVC брезент за инструменти от Лена Велур.,,https://shop.lenavelur.com/shop/profesionalna-chanta-estestvena-koja-sinya/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/02/ik01.jpg,TRUE,,lena-velur,,,,,,,Дамско облекло,Поли,false,,,,"Син,Тъмносин",,,,,,,,,,,,,,,,,,,
Универсална пътна чанта от естествена кожа,Лена Велур,universalna-patna-chanta-ot-estestvena-kozha,Аксесоари,,,,EUR,"Универсална пътна чанта от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/universalna-patna-chanta-estestvena-koja-sak-bordo/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/r01.jpg,TRUE,,lena-velur,,,,,,,Чанти и портфейли,Чанти,false,,,,,Естествена кожа,Мъже,,,,,,,,,,,,,,,,,
Универсална пътна чанта от естествена кожа,Лена Велур,universalna-patna-chanta-ot-estestvena-kozha-2,Аксесоари,,,,EUR,"Универсална пътна чанта от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/universalna-patna-chanta-estestvena-koja-sak-cherna/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/b01-1.jpg,TRUE,,lena-velur,,,,,,,Чанти и портфейли,Чанти,false,,,,,Естествена кожа,Мъже,,,,,,,,,,,,,,,,,
Мъжка чанта от естествена кожа,Лена Велур,mazhka-chanta-ot-estestvena-kozha,Аксесоари,,,,EUR,"Мъжка чанта от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/majka-chanta-estestvena-koja-412-cherna/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/01-9.jpg,TRUE,,lena-velur,,,,,,,Чанти и портфейли,Чанти,false,,,,,Естествена кожа,Мъже,,,,,,,,,,,,,,,,,
Бизнес чанта от естествена кожа,Лена Велур,biznes-chanta-ot-estestvena-kozha,Аксесоари,,,,EUR,"Бизнес чанта от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/biznes-chanta-estestvena-koja-155-cherna/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/01-6.jpg,TRUE,,lena-velur,,,,,,,Чанти и портфейли,Чанти,false,,,,,Естествена кожа,Мъже,,,,,,,,,,,,,,,,,
Мъжка бизнес чанта от естествена кожа,Лена Велур,mazhka-biznes-chanta-ot-estestvena-kozha,Аксесоари,,,,EUR,"Мъжка бизнес чанта от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/majka-biznes-chanta-estestvena-koja-153-cherna/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/01-5.jpg,TRUE,,lena-velur,,,,,,,Чанти и портфейли,Чанти,false,,,,,Естествена кожа,Мъже,,,,,,,,,,,,,,,,,
Мъжка бизнес чанта от естествена кожа,Лена Велур,mazhka-biznes-chanta-ot-estestvena-kozha-2,Аксесоари,,,,EUR,"Мъжка бизнес чанта от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/majka-biznes-chanta-estestvena-koja-152-cherna/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/01-4.jpg,TRUE,,lena-velur,,,,,,,Чанти и портфейли,Чанти,false,,,,,Естествена кожа,Мъже,,,,,,,,,,,,,,,,,
Мъжка бизнес чанта от естествена кожа,Лена Велур,mazhka-biznes-chanta-ot-estestvena-kozha-3,Аксесоари,,,,EUR,"Мъжка бизнес чанта от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/majka-biznes-chanta-estestvena-koja-148a-cherna/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/01-3.jpg,TRUE,,lena-velur,,,,,,,Чанти и портфейли,Чанти,false,,,,,Естествена кожа,Мъже,,,,,,,,,,,,,,,,,
Дамска чанта от естествена кожа,Лена Велур,damska-chanta-ot-estestvena-kozha,Аксесоари,,,,EUR,"Дамска чанта от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/damska-chanta-estestvena-koja-423-chervena/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/vc01.jpg,TRUE,,lena-velur,,,,,,,Чанти и портфейли,Чанти,false,,,,Червен,Естествена кожа,Жени,,,,,,,,,,,,,,,,,
Дамска чанта от естествена кожа,Лена Велур,damska-chanta-ot-estestvena-kozha-2,Аксесоари,,,,EUR,"Дамска чанта от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/damska-chanta-estestvena-koja-423-zelena/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/hff01.jpg,TRUE,,lena-velur,,,,,,,Чанти и портфейли,Чанти,false,,,,Зелен,Естествена кожа,Жени,,,,,,,,,,,,,,,,,
Дамска чанта от естествена кожа,Лена Велур,damska-chanta-ot-estestvena-kozha-3,Аксесоари,,,,EUR,"Дамска чанта от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/damska-chanta-estestvena-koja-424-shargen-cherna/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/bll_01.jpg,TRUE,,lena-velur,,,,,,,Чанти и портфейли,Чанти,false,,,,,Естествена кожа,Жени,,,,,,,,,,,,,,,,,
Дамска чанта от естествена кожа,Лена Велур,damska-chanta-ot-estestvena-kozha-4,Аксесоари,,,,EUR,"Дамска чанта от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/damska-chanta-estestvena-koja-424-bejova/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/bj_01.jpg,TRUE,,lena-velur,,,,,,,Чанти и портфейли,Чанти,false,,,,Бежов,Естествена кожа,Жени,,,,,,,,,,,,,,,,,
Дамска чанта от естествена кожа,Лена Велур,damska-chanta-ot-estestvena-kozha-5,Аксесоари,,,,EUR,"Дамска чанта от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/damska-chanta-estestvena-koja-424-zelena/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/gr_01.jpg,TRUE,,lena-velur,,,,,,,Чанти и портфейли,Чанти,false,,,,Зелен,Естествена кожа,Жени,,,,,,,,,,,,,,,,,
Дамска чанта от естествена кожа,Лена Велур,damska-chanta-ot-estestvena-kozha-6,Аксесоари,,,,EUR,"Дамска чанта от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/damska-chanta-estestvena-koja-424-tamno-sin/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/05/ed_01.jpg,TRUE,,lena-velur,,,,,,,Чанти и портфейли,Чанти,false,,,,"Син,Тъмносин",Естествена кожа,Жени,,,,,,,,,,,,,,,,,
Дамска чанта/раница от естествена кожа,Лена Велур,damska-chanta-ranitsa-ot-estestvena-kozha,Аксесоари,,,,EUR,"Дамска чанта/раница от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/damska-chanta-estestvena-koja-421-byala/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/w_01.jpg,TRUE,,lena-velur,,,,,,,Чанти и портфейли,Чанти,false,,,,Бял,Естествена кожа,Жени,,,,,,,,,,,,,,,,,
Дамска чанта от твърда естествена кожа,Лена Велур,damska-chanta-ot-tvarda-estestvena-kozha,Аксесоари,,,,EUR,"Дамска чанта от твърда естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/damska-chanta-tvarda-estestvena-koja-400-cherna/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/400_01.jpg,TRUE,,lena-velur,,,,,,,Чанти и портфейли,Чанти,false,,,,,Естествена кожа,Жени,,,,,,,,,,,,,,,,,
Дамска чанта от естествена кожа,Лена Велур,damska-chanta-ot-estestvena-kozha-7,Аксесоари,,,,EUR,"Дамска чанта от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/damska-chanta-estestvena-koja-429-cherna/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/BL_01.jpg,TRUE,,lena-velur,,,,,,,Чанти и портфейли,Чанти,false,,,,,Естествена кожа,Жени,,,,,,,,,,,,,,,,,
Дамска чанта от естествена кожа,Лена Велур,damska-chanta-ot-estestvena-kozha-8,Аксесоари,,,,EUR,"Дамска чанта от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/damska-chanta-estestvena-koja-429-siva/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/01-1.jpg,TRUE,,lena-velur,,,,,,,Чанти и портфейли,Чанти,false,,,,,Естествена кожа,Жени,,,,,,,,,,,,,,,,,
Дамска чанта от естествена кожа,Лена Велур,damska-chanta-ot-estestvena-kozha-9,Аксесоари,,,,EUR,"Дамска чанта от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/damska-chanta-estestvena-koja-428-jalta/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/k01.jpg,TRUE,,lena-velur,,,,,,,Чанти и портфейли,Чанти,false,,,,Жълт,Естествена кожа,Жени,,,,,,,,,,,,,,,,,
Дамска чанта от естествена кожа,Лена Велур,damska-chanta-ot-estestvena-kozha-10,Аксесоари,,,,EUR,"Дамска чанта от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/damska-chanta-estestvena-koja-423-byala/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/hw01.jpg,TRUE,,lena-velur,,,,,,,Чанти и портфейли,Чанти,false,,,,Бял,Естествена кожа,Жени,,,,,,,,,,,,,,,,,
Малка дамска раница от естествена кожа,Лена Велур,malka-damska-ranitsa-ot-estestvena-kozha,Облекло,,,,EUR,"Малка дамска раница от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/malka-damska-ranica-estestvena-koja-105-jalta/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/c01.jpg,TRUE,,lena-velur,,,,,,,Дамско облекло,Поли,false,,,,Жълт,Естествена кожа,Жени,,,,,,,,,,,,,,,,,
Книгоразделител от естествена кожа-ръчно рисуван,Лена Велур,knigorazdelitel-ot-estestvena-kozha-rachno-risuvan,,,,,EUR,"Книгоразделител от естествена кожа-ръчно рисуван от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/knigorazdelitel-estestvena-koja-rachno-risuvan/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/raz_8.jpg,TRUE,,lena-velur,,,,,,,,,false,,,,,Естествена кожа,,,,,,,,,,,,,,,,,,
Кожена подложка за мишка,Лена Велур,kozhena-podlozhka-za-mishka,,,,,EUR,"Кожена подложка за мишка от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/kojena-podlojka-mishka/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/07.jpg,TRUE,,lena-velur,,,,,,,,,false,,,,,Естествена кожа,Жени,,,,,,Име,Елегантен,,,,,,,,,,
Ключодържател Лена,Лена Велур,klyuchodarzhatel-lena,Аксесоари,,,,EUR,"Ключодържател Лена от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/klyuchodarjatel-lena/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/05.jpg,TRUE,,lena-velur,,,,,,,Чанти и портфейли,Чанти,false,,,,,Естествена кожа,,,,,,,,,,,,,,,,,,
Дамски и мъжки колани,Лена Велур,damski-i-mazhki-kolani,,,,,EUR,"Дамски и мъжки колани от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/damski-majki-kolani/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/10.jpg,TRUE,,lena-velur,,,,,,,,,false,,,,,Естествена кожа,Мъже,,,,,,,,,,,,,,,,,
Стилен калъф за бутилка,Лена Велур,stilen-kalaf-za-butilka,,,,,EUR,"Стилен калъф за бутилка от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/stilen-kalaf-butilka/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/000008.jpg,TRUE,,lena-velur,,,,,,,,,false,,,,,Естествена кожа,,,,,,,,,,,,,,,,,,
Пунгия за тютюн,Лена Велур,pungiya-za-tyutyun,,,,,EUR,"Пунгия за тютюн от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/pungiya-tyutyun/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/03_пунгия.jpg,TRUE,,lena-velur,,,,,,,,,false,,,,,Естествена кожа,,,,,,,,,,,,,,,,,,
Чанта за лули,Лена Велур,chanta-za-luli,Аксесоари,,,,EUR,"Чанта за лули от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/chanta-luli/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/002.jpg,TRUE,,lena-velur,,,,,,,Чанти и портфейли,Чанти,false,,,,,Естествена кожа,,,,,,,,,,,,,,,,,,
Поставка за лула от естествена кожа,Лена Велур,postavka-za-lula-ot-estestvena-kozha,,,,,EUR,"Поставка за лула от естествена кожа от Лена Велур. Материали, посочени от бранда: Естествена кожа.",,https://shop.lenavelur.com/shop/postavka-estestvena-koja-lula/,https://shop.lenavelur.com,https://shop.lenavelur.com/wp-content/uploads/2024/03/03_поставка.jpg,TRUE,,lena-velur,,,,,,,,,false,,,,,Естествена кожа,,,,,,,,,,,,,,,,,,
Мъжки кожени сандали от естествена кожа | Размери 40–44,Неди Стил,mazhki-kozheni-sandali-ot-estestvena-kozha-razmeri-40-44,Облекло,,,,EUR,"Мъжки кожени сандали от естествена кожа | Размери 40–44 от Неди Стил. Материали, посочени от бранда: Естествена кожа.",,https://nedistil.com/majki-kojeni-sandali/,https://nedistil.com,"https://nedistil.com/wp-content/uploads/2026/07/8471230e-8ae8-4a63-8974-7ed092e1a113.jpg,https://nedistil.com/wp-content/uploads/2026/07/f2931cab-fcab-4941-ae05-17d3189b7c6b.jpg,https://nedistil.com/wp-content/uploads/2026/07/1966fb90-e083-4ceb-a03b-4fc99e48cb22.jpg",TRUE,,nedi-stil,,,,,,,Обувки,Сандали,false,,,,,Естествена кожа,Мъже,,,,,,,,,,,,,,,,,
27660 Brown - Неди Стил,Неди Стил,27660-brown-nedi-stil,Облекло,,,,EUR,27660 Brown - Неди Стил от Неди Стил.,,https://nedistil.com/27660-brown/,https://nedistil.com,https://nedistil.com/wp-content/uploads/2025/09/069a0fef-5b5c-4817-80ca-bfd63e493f12_1.jpg,TRUE,,nedi-stil,,,,,,,Обувки,Сандали,false,,,,,,Мъже,,,,,,,,,,,,,,,,,
27670 Brown & Avocado - Неди Стил,Неди Стил,27670-brown-avocado-nedi-stil,Облекло,,,,EUR,27670 Brown & Avocado - Неди Стил от Неди Стил.,,https://nedistil.com/27670-brown-avocado/,https://nedistil.com,https://nedistil.com/wp-content/uploads/2025/09/8cc05533-dace-4eba-a24a-57a63b4bc7ca_2.jpg,TRUE,,nedi-stil,,,,,,,Обувки,Сандали,false,,,,,,Мъже,,,,,,,,,,,,,,,,,
27680 Brown - Неди Стил,Неди Стил,27680-brown-nedi-stil,Облекло,,,,EUR,27680 Brown - Неди Стил от Неди Стил.,,https://nedistil.com/27680-brown-avocado/,https://nedistil.com,https://nedistil.com/wp-content/uploads/2025/09/d2c0e17a-c28d-4473-8326-7249cbfe3d27.jpg,TRUE,,nedi-stil,,,,,,,Обувки,Сандали,false,,,,,,Мъже,,,,,,,,,,,,,,,,,
27660 Black - Неди Стил,Неди Стил,27660-black-nedi-stil,Облекло,,,,EUR,27660 Black - Неди Стил от Неди Стил.,,https://nedistil.com/27660-black/,https://nedistil.com,https://nedistil.com/wp-content/uploads/2025/09/02d4ce5d-2631-47ce-acae-564d51eb691b_2.jpg,TRUE,,nedi-stil,,,,,,,Обувки,Сандали,false,,,,,,Мъже,,,,,,,,,,,,,,,,,
27670 Black - Неди Стил,Неди Стил,27670-black-nedi-stil,Облекло,,,,EUR,27670 Black - Неди Стил от Неди Стил.,,https://nedistil.com/27670-black/,https://nedistil.com,https://nedistil.com/wp-content/uploads/2025/09/6ef1ac1d-35ca-4195-a6ee-96d773340ba1_2.jpg,TRUE,,nedi-stil,,,,,,,Обувки,Сандали,false,,,,,,Мъже,,,,,,,,,,,,,,,,,
Елегантни мъжки кожени боти от естествена кожа – класически модел,Неди Стил,elegantni-mazhki-kozheni-boti-ot-estestvena-kozha-klasicheski-model,Облекло,,,,EUR,Елегантни мъжки кожени боти от естествена кожа – класически модел от Неди Стил.,,https://nedistil.com/elegantni-muzhki-kozeni-boti/,https://nedistil.com,"https://nedistil.com/wp-content/uploads/2026/01/3fec684c-203e-47b2-90be-62d1ac8e99c9-1.jpg,https://nedistil.com/wp-content/uploads/2026/01/a22d8dac-cc85-4afe-8fc3-617366b1a12d.jpg,https://nedistil.com/wp-content/uploads/2026/01/678b7470-cecb-4fff-b6d4-c3a2a90d822a.jpg,https://nedistil.com/wp-content/uploads/2026/01/9efb6ebd-b5c1-481f-a838-583930097daf.jpg,https://nedistil.com/wp-content/uploads/2026/01/08a00bf1-ab04-4811-bd19-c9810954d798.jpg,https://nedistil.com/wp-content/uploads/2026/01/0f480bea-2fdb-4293-8684-575b9f48b063.jpg,https://nedistil.com/wp-content/uploads/2026/01/ce7e958a-b0d2-488a-9ebc-3b56d364a4f6.jpg,https://nedistil.com/wp-content/uploads/2026/01/0375be10-6101-49f2-8ed4-aad266c2f9c7.jpg",TRUE,,nedi-stil,,,,,,,Обувки,Боти,false,,,,"Кафяв,Черен",,Мъже,,,,,,,Елегантен,,,,,,,,,,
Мъжки официални дерби обувки 2123 - #мъжкиобувки #луксозниобувки #кожениобувки #официалниобувки #бизнесстил #елегантниобувки #естественакожа #мъжкамода #официаленстил #дербиобувки,Неди Стил,mazhki-ofitsialni-derbi-obuvki-2123-mazhkiobuvki-luksozniobuvki-kozheniobuvki-ofitsialniobuvki-biznesstil-elegantniobuvk,Облекло,,,,EUR,"Мъжки официални дерби обувки 2123 - #мъжкиобувки #луксозниобувки #кожениобувки #официалниобувки #бизнесстил #елегантниобувки #естественакожа #мъжкамода #официаленстил #дербиобувки от Неди Стил. Материали, посочени от бранда: Естествена кожа.",,https://nedistil.com/mzhki-ofitsialni-derbi-obuvki-2123-мъжкиобувки-луксозниобувки-к/,https://nedistil.com,"https://nedistil.com/wp-content/uploads/2026/01/f2a11066-0250-407d-8b54-3b665df089fe.jpg,https://nedistil.com/wp-content/uploads/2026/01/11c0aadf-1082-4729-a0f4-a0ec917a9718.jpg,https://nedistil.com/wp-content/uploads/2026/01/97e18b90-8137-4758-a8f1-172d0b9848d4.jpg,https://nedistil.com/wp-content/uploads/2026/01/bc41dd5f-800c-4ec5-bd0c-e59c3d338bff.jpg,https://nedistil.com/wp-content/uploads/2026/01/02baf47d-e76f-45b5-a484-5692fb6d82e5.jpg,https://nedistil.com/wp-content/uploads/2026/01/21e90470-0515-45a2-9024-88e93063fe0b.jpg,https://nedistil.com/wp-content/uploads/2026/01/b8065fb3-803f-4438-adcd-6ebf23b1270a.jpg,https://nedistil.com/wp-content/uploads/2026/01/9a795301-3888-4a34-851b-bbc697814872.jpg",TRUE,,nedi-stil,,,,,,,Обувки,Обувки,false,,,,Кафяв,Естествена кожа,Мъже,,,,,,,Официален,,,,,,,,,,
10973/ Lupe Grey Nubuck - Неди Стил,Неди Стил,10973-lupe-grey-nubuck-nedi-stil,Облекло,,,,EUR,10973/ Lupe Grey Nubuck - Неди Стил от Неди Стил.,,https://nedistil.com/10973-lupe-grey-nubuck/,https://nedistil.com,"https://nedistil.com/wp-content/uploads/2025/10/e3e5934b-e9c1-4f23-b4f7-f8218a111146.jpg,https://nedistil.com/wp-content/uploads/2025/10/ba5d19a5-e557-4670-ad40-af16c35e5c19.jpg,https://nedistil.com/wp-content/uploads/2025/10/e9ecc1fe-bcfe-4112-a456-67959764f102.jpg",TRUE,,nedi-stil,,,,,,,Обувки,Боти,false,,,,,,Мъже,,,,,,,,,,,,,,,,,
Cherrish - Неди Стил,Неди Стил,cherrish-nedi-stil,,,,,EUR,Cherrish - Неди Стил от Неди Стил.,,https://nedistil.com/cherrish/,https://nedistil.com,https://nedistil.com/wp-content/uploads/2026/03/cc8a069b-4b7f-4ae1-b172-63a03948a5a3.jpg,TRUE,,nedi-stil,,,,,,,,,false,,,,,,Жени,,,,,,,,,,,,,,,,,
NedS - Неди Стил,Неди Стил,neds-nedi-stil,Аксесоари,,,,EUR,NedS - Неди Стил от Неди Стил.,,https://nedistil.com/neds-13/,https://nedistil.com,https://nedistil.com/wp-content/uploads/2025/06/Messenger_creation_01E2334D-A8E0-4384-9E40-1937B5DF98C8.jpeg,TRUE,,nedi-stil,,,,,,,Чанти и портфейли,Чанти,false,,,,,,Жени,,,,,,,,,,,,,,,,,
Struzzo Grey - Неди Стил,Неди Стил,struzzo-grey-nedi-stil,,,,,EUR,Struzzo Grey - Неди Стил от Неди Стил.,,https://nedistil.com/struzzo-grey/,https://nedistil.com,"https://nedistil.com/wp-content/uploads/2025/01/Messenger_creation_0B8EF319-6296-4115-AC35-B6E43E310D79.jpeg,https://nedistil.com/wp-content/uploads/2025/01/Messenger_creation_F8CF0759-9DBE-4598-9069-0925A97433FF.jpeg",TRUE,,nedi-stil,,,,,,,,,false,,,,,,Жени,,,,,,,,,,,,,,,,,
Banana - Неди Стил,Неди Стил,banana-nedi-stil,,,,,EUR,Banana - Неди Стил от Неди Стил.,,https://nedistil.com/banana/,https://nedistil.com,"https://nedistil.com/wp-content/uploads/2025/01/Messenger_creation_1BCFA436-C9F9-4FD2-B7B6-A70338E119B1.jpeg,https://nedistil.com/wp-content/uploads/2025/01/Messenger_creation_FFB6DFE4-DF17-4744-B516-95EAF0802A5E.jpeg",TRUE,,nedi-stil,,,,,,,,,false,,,,,,Жени,,,,,,,,,,,,,,,,,
