name_bg,brand_name,slug,category,tags,price_min_eur,price_max_eur,currency,short_desc_bg,long_desc_bg,product_url,brand_url,image_urls,is_active,created_at,brand_slug,meta_title_bg,meta_desc_bg,intro_bg,rating,address,brand_ref,subcategory,product_type,giftable,recipient,gift_occasion,attributes,colors,materials,audience,recipient_age,recipient_gender,role_interest,wedding_anniversary_type,gemstone,jewelry_detail,clothing_style,sleeve,season,ingredient,skin_type,skin_need,hair_need,logo_url,instagram_url,facebook_url,physical_address_type
Гривна - 1016/ сребро и естествена кожа,Bulgarian Silver,grivna-1016-srebro-i-estestvena-kozha,Аксесоари,,,,EUR,"Гривна - 1016/ сребро и естествена кожа от Bulgarian Silver. Материали, посочени от бранда: Естествена кожа, Сребро.",,https://bulgariansilver.com/гривна--1016-/-сребро-и-естествена-кожа-1-2278,https://bulgariansilver.com,,TRUE,,bulgarian-silver,,,,,,,Бижута,Гривни,false,,,,Син,"Естествена кожа,Сребро",,,,,,,,,,,,,,,,,,
Сребърен медальон - 2613,Bulgarian Silver,srebaren-medalyon-2613,Аксесоари,,,,EUR,Сребърен медальон - 2613 от Bulgarian Silver.,,https://bulgariansilver.com/сребърен-медальон--2613-1395,https://bulgariansilver.com,,TRUE,,bulgarian-silver,,,,,,,Бижута,Гривни,false,,,,Син,,,,,,,,,,,,,,,,,,,
"Сребърен пръстен ""Вода""/ Планински кристал",Bulgarian Silver,srebaren-prasten-voda-planinski-kristal,Аксесоари,,,,EUR,"Сребърен пръстен ""Вода""/ Планински кристал от Bulgarian Silver.",,https://bulgariansilver.com/сребърен-пръстен-вода-/-планински-кристал-1-2319,https://bulgariansilver.com,,TRUE,,bulgarian-silver,,,,,,,Бижута,Гривни,false,,,,Син,,,,,,,,,,,,,,,,,,,
"Сребърен пръстен ""Косара"" Малахит/Авантюрин/Тюркоаз/Розов кварц/Карнеол/Оникс/Седеф",Bulgarian Silver,srebaren-prasten-kosara-malahit-avantyurin-tyurkoaz-rozov-kvarts-karneol-oniks-sedef,Аксесоари,,,,EUR,"Сребърен пръстен ""Косара"" Малахит/Авантюрин/Тюркоаз/Розов кварц/Карнеол/Оникс/Седеф от Bulgarian Silver.",,https://bulgariansilver.com/сребърен-пръстен-косара-малахит/авантюрин/тзркоаз/розов-кварц/карнеол/оникс/седеф-1-2323,https://bulgariansilver.com,,TRUE,,bulgarian-silver,,,,,,,Бижута,Гривни,false,,,,"Розов,Син",,,,,,,,,,,,,,,,,,,
"Сребърен пръстен ""Везни"" - Розов кварц",Bulgarian Silver,srebaren-prasten-vezni-rozov-kvarts,Аксесоари,,,,EUR,"Сребърен пръстен ""Везни"" - Розов кварц от Bulgarian Silver.",,https://bulgariansilver.com/сребърен-пръстен-везни--розов-кварц-706,https://bulgariansilver.com,,TRUE,,bulgarian-silver,,,,,,,Бижута,Гривни,false,,,,"Розов,Син",,,,,,,,,,,,,,,,,,,
"Сребърен медальон ""Метеор""/ Лабрадорит",Bulgarian Silver,srebaren-medalyon-meteor-labradorit,Аксесоари,,,,EUR,"Сребърен медальон ""Метеор""/ Лабрадорит от Bulgarian Silver.",,https://bulgariansilver.com/сребърен-медальон-метор--1-2168,https://bulgariansilver.com,,TRUE,,bulgarian-silver,,,,,,,Бижута,Гривни,false,,,,Син,,,,,,,Лабрадорит,,,,,,,,,,,,
"Сребърен комплект ""Арлета""/ Лабрадорит/ Уникат",Bulgarian Silver,srebaren-komplekt-arleta-labradorit-unikat,Аксесоари,,,,EUR,"Сребърен комплект ""Арлета""/ Лабрадорит/ Уникат от Bulgarian Silver.",,https://bulgariansilver.com/сребърен-комплект-арлета-/-лабрадорит/-уникат-1-2216,https://bulgariansilver.com,,TRUE,,bulgarian-silver,,,,,,,Бижута,Гривни,false,,,,Син,,,,,,,Лабрадорит,,,,,,,,,,,,
"Сребърен пръстен ""Грийн"" - Уникат / Турмалин",Bulgarian Silver,srebaren-prasten-griin-unikat-turmalin,Аксесоари,,,,EUR,"Сребърен пръстен ""Грийн"" - Уникат / Турмалин от Bulgarian Silver.",,https://bulgariansilver.com/сребърен-пръстен-грийн--уникат-/-турмалин-1-2310,https://bulgariansilver.com,,TRUE,,bulgarian-silver,,,,,,,Бижута,Гривни,false,,,,Син,,,,,,,,,,,,,,,,,,,
"Сребърен комплект ""Лада"" - 2809 М / БП",Bulgarian Silver,srebaren-komplekt-lada-2809-m-bp,Аксесоари,,,,EUR,"Сребърен комплект ""Лада"" - 2809 М / БП от Bulgarian Silver.",,https://bulgariansilver.com/сребърен-комплект-лада--2809-м-/-бп-405,https://bulgariansilver.com,,TRUE,,bulgarian-silver,,,,,,,Бижута,Гривни,false,,,,Син,,,,,,,,,,,,,,,,,,,
"Сребърен пръстен ""Тея"" - 3261",Bulgarian Silver,srebaren-prasten-teya-3261,Аксесоари,,,,EUR,"Сребърен пръстен ""Тея"" - 3261 от Bulgarian Silver.",,https://bulgariansilver.com/сребърен-пръстен-тея--3261-1-2070,https://bulgariansilver.com,,TRUE,,bulgarian-silver,,,,,,,Бижута,Гривни,false,,,,Син,,,,,,,,,,,,,,,,,,,
"Сребърен пръстен ""Илюзия""- 3359",Bulgarian Silver,srebaren-prasten-ilyuziya-3359,Аксесоари,,,,EUR,"Сребърен пръстен ""Илюзия""- 3359 от Bulgarian Silver.",,https://bulgariansilver.com/сребърен-пръстен-илюзия--3359-718,https://bulgariansilver.com,,TRUE,,bulgarian-silver,,,,,,,Бижута,Гривни,false,,,,Син,,,,,,,,,,,,,,,,,,,
Медальон със 7.94 карата изумруд и диаманти,EFIR Gems,medalyon-sas-7-94-karata-izumrud-i-diamanti,Аксесоари,,,,EUR,"Медальон със 7.94 карата изумруд и диаманти от EFIR Gems. Материали, посочени от бранда: Злато.",,https://efirgems.com/shop/medalon-sas-7-94-karata-izumrud-i-diamanti/,https://efirgems.com,"https://assets.efirgems.com/wp/uploads/2026/03/dsc1636-scaled.jpg,https://assets.efirgems.com/wp/uploads/2026/03/dsc2500-scaled.jpg,https://assets.efirgems.com/wp/uploads/2026/03/dsc3359-scaled.jpg,https://assets.efirgems.com/wp/uploads/2026/03/img_4109-1-scaled.jpg,https://assets.efirgems.com/wp/uploads/2026/03/dsc1636-1024x1024.jpg",TRUE,,efir-gems,,,,,,,Бижута,Колиета,false,,,,Зелен,Злато,,,,,,"Диамант,Изумруд",,,,,,,,,,,,
Обици със замбийски изумруди,EFIR Gems,obitsi-sas-zambiiski-izumrudi,Аксесоари,,,,EUR,"Обици със замбийски изумруди от EFIR Gems. Материали, посочени от бранда: Злато.",,https://efirgems.com/shop/obitsi-sas-zambijski-izumrudi/,https://efirgems.com,"https://assets.efirgems.com/wp/uploads/2026/03/2026-02-20-17-03-08-cs4-scaled.jpg,https://assets.efirgems.com/wp/uploads/2026/03/dsc3416-scaled.jpg,https://assets.efirgems.com/wp/uploads/2026/03/dsc1970-1-scaled.jpg,https://assets.efirgems.com/wp/uploads/2026/03/img_4110-2-scaled.jpg,https://assets.efirgems.com/wp/uploads/2026/03/img_4111-2-scaled.jpg,https://assets.efirgems.com/wp/uploads/2026/03/2026-02-20-17-03-08-cs4-1024x1024.jpg",TRUE,,efir-gems,,,,,,,Бижута,Обеци,false,,,,Зелен,Злато,,,,,,Изумруд,,,,,,,,,,,,
Колие със сменящ цвета си гранат,EFIR Gems,kolie-sas-smenyasht-tsveta-si-granat,Аксесоари,,,,EUR,"Колие със сменящ цвета си гранат от EFIR Gems. Материали, посочени от бранда: Злато.",,https://efirgems.com/shop/kolie-sas-smenyastht-tsveta-si-granat/,https://efirgems.com,"https://assets.efirgems.com/wp/uploads/2026/03/2026-02-20-17-10-57-cs4-scaled.jpg,https://assets.efirgems.com/wp/uploads/2026/03/dsc2117-scaled.jpg,https://assets.efirgems.com/wp/uploads/2026/03/dsc1803-scaled.jpg,https://assets.efirgems.com/wp/uploads/2026/03/img_4091-1-scaled.jpeg,https://assets.efirgems.com/wp/uploads/2026/03/2026-02-20-17-10-57-cs4-1024x1024.jpg",TRUE,,efir-gems,,,,,,,Бижута,Колиета,false,,,,"Жълт,Зелен",Злато,Жени,,,,,,,,,,,,,,,,,
Лимитирана висулка - Вълшебна лампа,EFIR Gems,limitirana-visulka-valshebna-lampa,Аксесоари,,,,EUR,"Лимитирана висулка - Вълшебна лампа от EFIR Gems. Материали, посочени от бранда: Злато.",,https://efirgems.com/shop/limitirana-visulka-lampa/,https://efirgems.com,"https://assets.efirgems.com/wp/uploads/2026/06/img_7229-2.png,https://assets.efirgems.com/wp/uploads/2026/06/dsc_7892-scaled.jpeg,https://assets.efirgems.com/wp/uploads/2026/06/fd0d1e66-735a-4bdc-8070-d9e42a03ec7b-scaled.jpg,https://assets.efirgems.com/wp/uploads/2026/06/dsc_7904-scaled.jpeg,https://assets.efirgems.com/wp/uploads/2026/06/img_7229-2-1024x1024.png",TRUE,,efir-gems,,,,,,,Бижута,Колиета,false,,,,Син,Злато,,,,,,,,,,,,,,,,,,
"Гривна ""Embracelet""",EFIR Gems,grivna-embracelet,Аксесоари,,,,EUR,"Гривна ""Embracelet"" от EFIR Gems. Материали, посочени от бранда: Злато.",,https://efirgems.com/shop/grivna-embracelet/,https://efirgems.com,"https://assets.efirgems.com/wp/uploads/2024/11/dsc07709.jpg,https://assets.efirgems.com/wp/uploads/2024/11/dsc08941-1-scaled.jpg,https://assets.efirgems.com/wp/uploads/2024/08/dsc_1778-scaled-e1723738573507.jpg,https://assets.efirgems.com/wp/uploads/2024/08/dsc_1742-scaled-e1723730437103.jpeg,https://assets.efirgems.com/wp/uploads/2024/11/dsc07709-1024x1024.jpg",TRUE,,efir-gems,,,,,,,Бижута,Гривни,false,,,,"Бял,Жълт",Злато,,,,,,Диамант,,,,,,,,,,,,
Пръстен - Змии,EFIR Gems,prasten-zmii,Аксесоари,,,,EUR,"Пръстен - Змии от EFIR Gems. Материали, посочени от бранда: Злато.",,https://efirgems.com/shop/prasten-zmii/,https://efirgems.com,"https://assets.efirgems.com/wp/uploads/2024/11/dsc07574.jpg,https://assets.efirgems.com/wp/uploads/2024/11/dsc09007-1-scaled.jpg,https://assets.efirgems.com/wp/uploads/2024/11/dsc07574-1024x1024.jpg",TRUE,,efir-gems,,,,,,,Бижута,Пръстени,false,,,,"Бял,Жълт",Злато,,,,,,"Диамант,Рубин",,,,Летен,,,,,,,,
"Златни обици ""Ивици""",EFIR Gems,zlatni-obitsi-ivitsi,Аксесоари,,,,EUR,"Златни обици ""Ивици"" от EFIR Gems.",,https://efirgems.com/shop/zlatni-obici-skobi/,https://efirgems.com,"https://assets.efirgems.com/wp/uploads/2024/01/DSC4713-2-scaled.jpeg,https://assets.efirgems.com/wp/uploads/2024/02/DSC04685-scaled.jpg,https://assets.efirgems.com/wp/uploads/2024/01/DSC7049_alt-scaled.jpg,https://assets.efirgems.com/wp/uploads/2024/01/DSC4713-scaled.jpeg,https://assets.efirgems.com/wp/uploads/2024/01/DSC4713-2-1024x1024.jpeg",TRUE,,efir-gems,,,,,,,Бижута,Обеци,false,,,,,,,,,,,,,,,,,,,,,,,
Златни Пафти,EFIR Gems,zlatni-pafti,Аксесоари,,,,EUR,"Златни Пафти от EFIR Gems. Материали, посочени от бранда: Злато, Мъниста.",,https://efirgems.com/shop/zlatni-pafti/,https://efirgems.com,"https://assets.efirgems.com/wp/uploads/2024/01/DSC4736-scaled.jpeg,https://assets.efirgems.com/wp/uploads/2024/01/DSC6642_alt.jpeg,https://assets.efirgems.com/wp/uploads/2024/01/DSC4736-1024x1024.jpeg",TRUE,,efir-gems,,,,,,,Бижута,,false,,,Еко,"Бял,Жълт,Син","Злато,Мъниста",Деца,,,,,Диамант,,,,,,,,,,,,
Медальон Канатица,EFIR Gems,medalyon-kanatitsa,Аксесоари,,,,EUR,"Медальон Канатица от EFIR Gems. Материали, посочени от бранда: Злато.",,https://efirgems.com/shop/medalon-kanaticza/,https://efirgems.com,"https://assets.efirgems.com/wp/uploads/2024/01/DSC4726-scaled.jpeg,https://assets.efirgems.com/wp/uploads/2024/01/DSC4730-scaled.jpeg,https://assets.efirgems.com/wp/uploads/2024/01/DSC6490_alt-scaled.jpg,https://assets.efirgems.com/wp/uploads/2024/01/5396a42e-50cd-4eb8-bb7e-21e55b9eb406.jpeg,https://assets.efirgems.com/wp/uploads/2024/01/DSC4726-1024x1024.jpeg",TRUE,,efir-gems,,,,,,,Мъжки бижута,Колиета,false,,,,Син,Злато,Мъже,,,,,Диамант,,,,,,,,,,,,
"Обици ""Арпалии""",EFIR Gems,obitsi-arpalii,Аксесоари,,,,EUR,"Обици ""Арпалии"" от EFIR Gems. Материали, посочени от бранда: Злато.",,https://efirgems.com/shop/obiczi-arpalii/,https://efirgems.com,"https://assets.efirgems.com/wp/uploads/2024/01/DSC4767-scaled.jpeg,https://assets.efirgems.com/wp/uploads/2024/01/DSC6869_alt-scaled.jpg,https://assets.efirgems.com/wp/uploads/2024/01/DSC4767-1024x1024.jpeg",TRUE,,efir-gems,,,,,,,Бижута,Колиета,false,,,,,Злато,,,,,,,,,,,,,,,,,,
Коктейлен пръстен с Цитрин и Диаманти,EFIR Gems,kokteilen-prasten-s-tsitrin-i-diamanti,Аксесоари,,,,EUR,"Коктейлен пръстен с Цитрин и Диаманти от EFIR Gems. Материали, посочени от бранда: Злато.",,https://efirgems.com/shop/koktejlen-prasten-s-czitrin-i-diamanti/,https://efirgems.com,"https://assets.efirgems.com/wp/uploads/2024/01/DSC4591-2-scaled.jpeg,https://assets.efirgems.com/wp/uploads/2024/01/DSC6935_alt-scaled.jpg,https://assets.efirgems.com/wp/uploads/2024/01/img_3903-scaled-1.webp,https://assets.efirgems.com/wp/uploads/2024/01/DSC4591-2-1024x1024.jpeg",TRUE,,efir-gems,,,,,,,Бижута,Пръстени,false,,,,"Бял,Жълт",Злато,Бебета,,,,,"Диамант,Цитрин",,,,,,,,,,,,
Медальон с Опал и Диаманти,EFIR Gems,medalyon-s-opal-i-diamanti,Аксесоари,,,,EUR,"Медальон с Опал и Диаманти от EFIR Gems. Материали, посочени от бранда: Злато.",,https://efirgems.com/shop/opaldiamonds-pendant/,https://efirgems.com,"https://assets.efirgems.com/wp/uploads/2024/02/DSC_0400-scaled.jpg,https://assets.efirgems.com/wp/uploads/2024/02/IMG_5411-scaled-1.webp,https://assets.efirgems.com/wp/uploads/2024/02/IMG_5415-scaled-1.webp,https://assets.efirgems.com/wp/uploads/2024/02/IMG_5416-scaled-1.webp,https://assets.efirgems.com/wp/uploads/2024/02/IMG_5545-scaled-1.webp,https://assets.efirgems.com/wp/uploads/2024/02/DSC_0400-1024x1024.jpg",TRUE,,efir-gems,,,,,,,Бижута,Колиета,false,,,Еко,"Бял,Жълт,Зелен,Син,Червен",Злато,,,,,,Диамант,,,,,,,,,,,,
Коктейлен пръстен с Цитрин,EFIR Gems,kokteilen-prasten-s-tsitrin,Аксесоари,,,,EUR,"Коктейлен пръстен с Цитрин от EFIR Gems. Материали, посочени от бранда: Злато.",,https://efirgems.com/shop/7932/,https://efirgems.com,"https://assets.efirgems.com/wp/uploads/2024/01/DSC4595-2-scaled.jpeg,https://assets.efirgems.com/wp/uploads/2024/01/DSC6935_alt-scaled.jpg,https://assets.efirgems.com/wp/uploads/2024/01/453dca91-688c-4adf-9af3-ca269b807498-800x1200-1.webp,https://assets.efirgems.com/wp/uploads/2024/01/DSC4595-2-1024x1024.jpeg",TRUE,,efir-gems,,,,,,,Бижута,Пръстени,false,,,Ръчна изработка,"Бял,Жълт",Злато,Бебета,,,,,Цитрин,,,,,,,,,,,,
Обици с възли,EFIR Gems,obitsi-s-vazli,Аксесоари,,,,EUR,"Обици с възли от EFIR Gems. Материали, посочени от бранда: Злато.",,https://efirgems.com/shop/obiczi-s-vazli/,https://efirgems.com,"https://assets.efirgems.com/wp/uploads/2024/01/DSC4677-scaled.jpeg,https://assets.efirgems.com/wp/uploads/2024/01/DSC6810_alt-scaled.jpg,https://assets.efirgems.com/wp/uploads/2024/01/DSC4677-1024x1024.jpeg",TRUE,,efir-gems,,,,,,,Бижута,Обеци,false,,,,,Злато,,,,,,Диамант,,Елегантен,,,,,,,,,,
Пръстен с възел,EFIR Gems,prasten-s-vazel,Аксесоари,,,,EUR,"Пръстен с възел от EFIR Gems. Материали, посочени от бранда: Злато.",,https://efirgems.com/shop/prasten-s-vazel/,https://efirgems.com,"https://assets.efirgems.com/wp/uploads/2024/01/DSC4570-scaled.jpg,https://assets.efirgems.com/wp/uploads/2024/01/DSC6789_alt-scaled.jpg,https://assets.efirgems.com/wp/uploads/2024/01/DSC6810_alt-scaled.jpg,https://assets.efirgems.com/wp/uploads/2024/01/DSC4570-1024x1024.jpg",TRUE,,efir-gems,,,,,,,Бижута,Обеци,false,,,,"Бял,Жълт",Злато,,,,,,,,Елегантен,,,,,,,,,,
Пръстен - Спагети с ментов Турмалин,EFIR Gems,prasten-spageti-s-mentov-turmalin,Аксесоари,,,,EUR,"Пръстен - Спагети с ментов Турмалин от EFIR Gems. Материали, посочени от бранда: Злато.",,https://efirgems.com/shop/prasten-spageti-s-mentov-turmalin/,https://efirgems.com,"https://assets.efirgems.com/wp/uploads/2024/11/dsc07658.jpg,https://assets.efirgems.com/wp/uploads/2024/11/dsc07731.jpg,https://assets.efirgems.com/wp/uploads/2024/11/dsc08647-1.jpg,https://assets.efirgems.com/wp/uploads/2024/11/dsc07658-1024x1024.jpg",TRUE,,efir-gems,,,,,,,Бижута,Пръстени,false,,,,,Злато,,,,,,,,,,,,,,,,,,
Пръстен със Сапфир сърце,EFIR Gems,prasten-sas-sapfir-sartse,Аксесоари,,,,EUR,"Пръстен със Сапфир сърце от EFIR Gems. Материали, посочени от бранда: Злато.",,https://efirgems.com/shop/prasten-sas-sapfir-sartse/,https://efirgems.com,"https://assets.efirgems.com/wp/uploads/2024/11/dsc07623.jpg,https://assets.efirgems.com/wp/uploads/2024/11/dsc07627-1.jpg,https://assets.efirgems.com/wp/uploads/2024/11/dsc08212-1-scaled.jpg,https://assets.efirgems.com/wp/uploads/2024/11/dsc07623-1024x1024.jpg",TRUE,,efir-gems,,,,,,,Бижута,Пръстени,false,,,,,Злато,,,,,,,,,,,,,,,,,,
Пръстен с Рубин и Диаманти,EFIR Gems,prasten-s-rubin-i-diamanti,Аксесоари,,,,EUR,"Пръстен с Рубин и Диаманти от EFIR Gems. Материали, посочени от бранда: Злато.",,https://efirgems.com/shop/prasten-s-rubin-i-diamanti/,https://efirgems.com,"https://assets.efirgems.com/wp/uploads/2024/11/dsc07443-1.jpg,https://assets.efirgems.com/wp/uploads/2024/11/dsc09244-2-scaled.jpg,https://assets.efirgems.com/wp/uploads/2024/11/dsc07443-1-1024x1024.jpg",TRUE,,efir-gems,,,,,,,Бижута,Пръстени,false,,,,Бял,Злато,,,,,,"Диамант,Рубин",,,,,,,,,,,,
Медальон с Морганит и Диаманти,EFIR Gems,medalyon-s-morganit-i-diamanti,Аксесоари,,,,EUR,"Медальон с Морганит и Диаманти от EFIR Gems. Материали, посочени от бранда: Злато.",,https://efirgems.com/shop/medalon-s-morganit-i-diamanti/,https://efirgems.com,"https://assets.efirgems.com/wp/uploads/2025/06/efirgems2-2.jpg,https://assets.efirgems.com/wp/uploads/2025/07/facetune_30-06-2025-12-21-32-2-scaled.jpg,https://assets.efirgems.com/wp/uploads/2025/07/facetune_30-06-2025-12-37-54-scaled.jpg,https://assets.efirgems.com/wp/uploads/2025/07/dsc_5860-scaled.jpeg,https://assets.efirgems.com/wp/uploads/2025/06/efirgems2-2-1024x1024.jpg",TRUE,,efir-gems,,,,,,,Бижута,Колиета,false,,,,Розов,Злато,,,,,,"Диамант,Изумруд",,,,,,,,,,,,
"Пръстен ""Have some faith, sister"" с диаманти",EFIR Gems,prasten-have-some-faith-sister-s-diamanti,Аксесоари,,,,EUR,"Пръстен ""Have some faith, sister"" с диаманти от EFIR Gems. Материали, посочени от бранда: Злато.",,https://efirgems.com/shop/prasten-have-some-faith-sister-s-diamanti/,https://efirgems.com,"https://assets.efirgems.com/wp/uploads/2025/06/photoroom_20250626_111537-e1751135768505.jpeg,https://assets.efirgems.com/wp/uploads/2025/06/dsc07196-copy-2.jpg,https://assets.efirgems.com/wp/uploads/2025/07/dsc_5340-2-1-scaled.jpg,https://assets.efirgems.com/wp/uploads/2025/06/dsc07221-copy-scaled.jpg",TRUE,,efir-gems,,,,,,,Бижута,Пръстени,false,,,,,Злато,,,,,,Диамант,,Елегантен,,,,,,,,,,
Обици Слънце и Луна,EFIR Gems,obitsi-slantse-i-luna,Аксесоари,,,,EUR,"Обици Слънце и Луна от EFIR Gems. Материали, посочени от бранда: Злато.",,https://efirgems.com/shop/obici-slynce-i-luna/,https://efirgems.com,"https://assets.efirgems.com/wp/uploads/2024/01/DSC4667-2-scaled.jpeg,https://assets.efirgems.com/wp/uploads/2024/01/DSC6760_alt-scaled.jpg,https://assets.efirgems.com/wp/uploads/2024/01/DSC6771_alt-scaled.jpg,https://assets.efirgems.com/wp/uploads/2024/01/DSC4667-2-1024x1024.jpeg",TRUE,,efir-gems,,,,,,,Бижута,Обеци,false,,,,,Злато,,,,,,Диамант,Име,,,,,,,,,,,
Годежен пръстен-R/506,Biju03,godezhen-prasten-r-506,Аксесоари,,,,EUR,Годежен пръстен-R/506 от Biju03.,,https://biju03.com/zlaten-i-diamant-portret-na-prirodata-godezhen-prasten.html,https://biju03.com,https://biju03.com/media/7/316.jpg,TRUE,,biju03,,,,,,,Бижута,Пръстени,false,,,Романтичен,,,,,,,,,Годежен,,,,,,,,,,,
Годежен пръстен-R/532,Biju03,godezhen-prasten-r-532,Аксесоари,,,,EUR,Годежен пръстен-R/532 от Biju03.,,https://biju03.com/zlaten-chashkov-prasten-komplekt-s-byal-diamant.html,https://biju03.com,https://biju03.com/media/7/244.jpg,TRUE,,biju03,,,,,,,Бижута,Пръстени,false,,,,,,,,,,,Диамант,Годежен,,,,,,,,,,,
Златна гривна с червен конец ''Безкрайност'',Biju03,zlatna-grivna-s-cherven-konets-bezkrainost,Аксесоари,,,,EUR,"Златна гривна с червен конец ''Безкрайност'' от Biju03. Материали, посочени от бранда: Злато.",,https://biju03.com/zlatna-grivna-s-cherven-konetz-bezkrainost-.html,https://biju03.com,https://biju03.com/media/7/384.gif,TRUE,,biju03,,,,,,,Бижута,Гривни,false,,,,"Жълт,Червен",Злато,,,,,,,Червен конец,,,,,,,,,,,
"Златна гривна с червен конец ""Кръст""",Biju03,zlatna-grivna-s-cherven-konets-krast,Аксесоари,,,,EUR,"Златна гривна с червен конец ""Кръст"" от Biju03.",,https://biju03.com/zlatna-grivna-s-cherven-konetz-krast-.html,https://biju03.com,https://biju03.com/media/7/576.gif,TRUE,,biju03,,,,,,,Бижута,Гривни,false,,,,Червен,,,,,,,,"Кръст,Червен конец",,,Летен,,,,,,,,
Дамска и мъжка класически прави сватбени халки,Biju03,damska-i-mazhka-klasicheski-pravi-svatbeni-halki,Аксесоари,,,,EUR,"Дамска и мъжка класически прави сватбени халки от Biju03. Материали, посочени от бранда: Злато.",,https://biju03.com/ladies-and-mens-wedding-bands.html,https://biju03.com,https://biju03.com/media/7/553.jpg,TRUE,,biju03,,,,,,,Мъжки бижута,Пръстени,false,,,,Жълт,Злато,Мъже,,,,,,,,,,,,,,,,,
Дамска и мъжка класически прави сватбени халки,Biju03,damska-i-mazhka-klasicheski-pravi-svatbeni-halki-2,Аксесоари,,,,EUR,"Дамска и мъжка класически прави сватбени халки от Biju03. Материали, посочени от бранда: Злато.",,https://biju03.com/damska-i-mazka-klasicheski-pravi-svatbeni-halki.html,https://biju03.com,https://biju03.com/media/7/445.gif,TRUE,,biju03,,,,,,,Мъжки бижута,Пръстени,false,,,,Бял,Злато,Мъже,,,,,,,,,,,,,,,,,
Дамска и мъжка класически мат и полирани прави сватбени халки,Biju03,damska-i-mazhka-klasicheski-mat-i-polirani-pravi-svatbeni-halki,Аксесоари,,,,EUR,"Дамска и мъжка класически мат и полирани прави сватбени халки от Biju03. Материали, посочени от бранда: Злато.",,https://biju03.com/damska-i-mazka-klasicheski-mat-i-polirani-pravi-svatbeni-halki.html,https://biju03.com,https://biju03.com/media/7/454.gif,TRUE,,biju03,,,,,,,Мъжки бижута,Пръстени,false,,,,Бял,Злато,Мъже,,,,,,,,,,,,,,,,,
Брачна халка R-6524,Biju03,brachna-halka-r-6524,Аксесоари,,,,EUR,"Брачна халка R-6524 от Biju03. Материали, посочени от бранда: Злато.",,https://biju03.com/brachna-halka-r-6524.html,https://biju03.com,https://biju03.com/media/7/491.gif,TRUE,,biju03,,,,,,,Бижута,Пръстени,false,,,,Жълт,Злато,,,,,,,,,,,,,,,,,,
Годежен пръстен-R/505,Biju03,godezhen-prasten-r-505,Аксесоари,,,,EUR,Годежен пръстен-R/505 от Biju03.,,https://biju03.com/godezen-prasten-4.html,https://biju03.com,https://biju03.com/media/7/44.jpg,TRUE,,biju03,,,,,,,Бижута,Пръстени,false,,,,,,,,,,,Диамант,Годежен,,,,,,,,,,,
Годежен пръстен-R/501,Biju03,godezhen-prasten-r-501,Аксесоари,,,,EUR,"Годежен пръстен-R/501 от Biju03. Материали, посочени от бранда: Злато.",,https://biju03.com/godezen-prasten-r-501.html,https://biju03.com,https://biju03.com/media/7/507.gif,TRUE,,biju03,,,,,,,Бижута,Пръстени,false,,,Еко,"Бял,Жълт",Злато,,,,,,Диамант,Годежен,,,,,,,,,,,
Годежен пръстен-R/563,Biju03,godezhen-prasten-r-563,Аксесоари,,,,EUR,"Годежен пръстен-R/563 от Biju03. Материали, посочени от бранда: Злато.",,https://biju03.com/godezen-prasten-r-563.html,https://biju03.com,https://biju03.com/media/7/516.jpg,TRUE,,biju03,,,,,,,Бижута,Пръстени,false,,,,,Злато,,,,,,Диамант,"Годежен,Име",,,,,,,,,,,
Годежен пръстен-R/557,Biju03,godezhen-prasten-r-557,Аксесоари,,,,EUR,"Годежен пръстен-R/557 от Biju03. Материали, посочени от бранда: Злато.",,https://biju03.com/godezen-prasten-r-5010-6.html,https://biju03.com,https://biju03.com/media/7/401.jpg,TRUE,,biju03,,,,,,,Бижута,Пръстени,false,,,,Жълт,Злато,,,,,,Диамант,"Годежен,Име",,,,,,,,,,,
Обици Кръг XL,ARTEFAKTI Jewelry,obitsi-krag-xl,Аксесоари,,,,EUR,"Обици Кръг XL от ARTEFAKTI Jewelry. Материали, посочени от бранда: Сребро.",,https://artefakti.eu/bg/shop/mini-bg/mini-obitzi/obitsi-krag-xl-2/,https://artefakti.eu,https://artefakti.eu/wp-content/uploads/2025/02/IMG_4289-2-scaled.jpg,TRUE,,artefakti-jewelry,,,,,,,Бижута,Обеци,false,,,,,Сребро,,,,,,,,,,,,,,,,,,
Пръстен OR,ARTEFAKTI Jewelry,prasten-or,Аксесоари,,,,EUR,"Пръстен OR от ARTEFAKTI Jewelry. Материали, посочени от бранда: Сребро.",,https://artefakti.eu/bg/shop/or-bg/or-prasteni/prasten-or/,https://artefakti.eu,https://artefakti.eu/wp-content/uploads/2025/02/IMG_4546-3-scaled.jpg,TRUE,,artefakti-jewelry,,,,,,,Бижута,Пръстени,false,,,,,Сребро,,,,,,,,,,,,,,,,,,
Обици Елипса M,ARTEFAKTI Jewelry,obitsi-elipsa-m,Аксесоари,,,,EUR,Обици Елипса M от ARTEFAKTI Jewelry.,,https://artefakti.eu/bg/shop/mini-bg/mini-obitzi/obitsi-elipsa-m/,https://artefakti.eu,https://artefakti.eu/wp-content/uploads/2019/04/earrings-lelipse-Lsilver-925-artefakti-jewelry.jpg,TRUE,,artefakti-jewelry,,,,,,,Бижута,Обеци,false,,,,,,,,,,,,,,,,,,,,,,,
