input_index,input_url,domain,detected_brand,status,failure_reason
308,https://www.artdesignbeni.com/kutiia-sartze-sas-sapuneni-rozi-pliusheno-meche-i-shokolad-merci.html,artdesignbeni.com,Art Design Beni,SUCCESS,
309,https://www.artdesignbeni.com/kutiia-plik-sas-sapuneni-rozi.html,artdesignbeni.com,Art Design Beni,SUCCESS,
310,https://www.artdesignbeni.com/sapuneni-slanchogledi-i-suhi-tzvetia-v-ratanova-kashpa.html,artdesignbeni.com,Art Design Beni,SUCCESS,
311,https://www.artdesignbeni.com/buket-v-luksozna-kutiia-sas-sapuneni-slanchogledi-rozi-i-suhi-tzvetia.html,artdesignbeni.com,Art Design Beni,SUCCESS,
312,https://www.artdesignbeni.com/liubov-v-luks.html,artdesignbeni.com,Art Design Beni,SUCCESS,
313,https://www.artdesignbeni.com/nebesna-liubov.html,artdesignbeni.com,Art Design Beni,SUCCESS,
314,https://www.artdesignbeni.com/oblak-ot-neznost.html,artdesignbeni.com,Art Design Beni,SUCCESS,
315,https://www.artdesignbeni.com/rozova-mechta.html,artdesignbeni.com,Art Design Beni,SUCCESS,
316,https://www.artdesignbeni.com/51-beli-rozi-biala-liubov-.html,artdesignbeni.com,Art Design Beni,SUCCESS,
317,https://www.artdesignbeni.com/biala-gipsofila-v-elegantna-kutiia.html,artdesignbeni.com,Art Design Beni,SUCCESS,
318,https://tofi.bg/damski/damski-chehli/damski-shehli-bela/,tofi.bg,TOFI,SUCCESS,
319,https://tofi.bg/za-doma/kilimi/agneshka-koja/,tofi.bg,TOFI,SUCCESS,
320,https://tofi.bg/onlajn-magazin-za-chehli-pantofi-i-botu/bezhova-shapka-ot-zaeshka-kozha-ushanka-uniseks/,tofi.bg,TOFI,SUCCESS,
321,https://tofi.bg/detski/bebe/bezhovi-bebeshki-buyki-viki-estestvena-agneshka-kozha/,tofi.bg,TOFI,SUCCESS,
322,https://tofi.bg/detski/bebe/bezhovi-bebeshki-buyki-niki-ot-agneshka-kozha/,tofi.bg,TOFI,SUCCESS,
323,https://tofi.bg/damski/rakavici/bejovi-damski-rakavici-bez-prasti-puh-i-agneshka-koja/,tofi.bg,TOFI,SUCCESS,
324,https://tofi.bg/detski/detski-botushi/bejovi-detski-botushi-miki-toplo-bejovo-s-kafiavi-shevove/,tofi.bg,TOFI,SUCCESS,
325,https://tofi.bg/detski/detski-pantofi/bejovi-detski-pantofi-pipi-s-biala-puhkava-iaka/,tofi.bg,TOFI,SUCCESS,
326,https://tofi.bg/damski/damski-chehli/bejovi-damski-chehli-miia-kapuchino-s-biala-puhkava-iaka/,tofi.bg,TOFI,SUCCESS,
327,https://tofi.bg/detski/detski-chehli/bejovi-detski-chehli-miia-ot-agneshka-koja/,tofi.bg,TOFI,SUCCESS,
328,https://tofi.bg/onlajn-magazin-za-chehli-pantofi-i-botu/bejzbolna-shapka-s-ushi-ot-teleshka-koja/,tofi.bg,TOFI,SUCCESS,
329,https://tofi.bg/damski/botuschi/damski-botushi-mishel/,tofi.bg,TOFI,SUCCESS,
330,https://tofi.bg/damski/pantofi/sissy-womens-slippers/,tofi.bg,TOFI,SUCCESS,
331,https://tofi.bg/damski/damski-chehli/damski-chekhli-ema-bejavo/,tofi.bg,TOFI,SUCCESS,
332,https://tofi.bg/damski/damski-chehli/damski-chekhul-zeleno/,tofi.bg,TOFI,SUCCESS,
333,https://tofi.bg/damski/damski-chehli/damski-chekhli-natural/,tofi.bg,TOFI,SUCCESS,
334,https://tofi.bg/damski/damski-chehli/damski-chekhli-lilavo/,tofi.bg,TOFI,SUCCESS,
335,https://tofi.bg/damski/damski-chehli/damski-chehlil-sofiya-bejovo/,tofi.bg,TOFI,SUCCESS,
336,https://tofi.bg/damski/damski-chehli/damski-shehyl-sofiqrozovo/,tofi.bg,TOFI,SUCCESS,
337,https://tofi.bg/onlajn-magazin-za-chehli-pantofi-i-botu/kafiav-majki-kasket-model-golf-ot-teleshka-koja/,tofi.bg,TOFI,SUCCESS,
338,https://tofi.bg/majki/majki-chehli/kafiavi-majki-chehli-iavor-ot-agneshka-koja/,tofi.bg,TOFI,SUCCESS,
339,https://tofi.bg/za-doma/taburetki/kvadratna-taburetka/,tofi.bg,TOFI,SUCCESS,
340,https://tofi.bg/za-doma/taburetki/kragla-taburetka/,tofi.bg,TOFI,SUCCESS,
341,https://tofi.bg/onlajn-magazin-za-chehli-pantofi-i-botu/gift-card-tofi/,tofi.bg,TOFI,SUCCESS,
342,https://tofi.bg/damski/rakavici/rykavici-varaschkibejovo/,tofi.bg,TOFI,SUCCESS,
343,https://tofi.bg/detski/bebe/rozovi-bebeshki-bujki-niki-agneshka-koja/,tofi.bg,TOFI,SUCCESS,
344,https://tofi.bg/damski/botuschi/stelki-za-obuvki/,tofi.bg,TOFI,SUCCESS,
345,https://tofi.bg/majki/myjki-schapki/cherna-damska-majka-shapka-ivan-ushanka-ot-agneshka-koja/,tofi.bg,TOFI,SUCCESS,
346,https://papinocosmetics.com/product/curl-definer/,papinocosmetics.com,,FAILED,EMPTY_OR_BLOCK_PAGE
347,https://papinocosmetics.com/product/hair-straightening-fluid/,papinocosmetics.com,,FAILED,EMPTY_OR_BLOCK_PAGE
348,https://papinocosmetics.com/product/hair-booster-cream/,papinocosmetics.com,,FAILED,EMPTY_OR_BLOCK_PAGE
349,https://papinocosmetics.com/product/argan-oil-shampoo/,papinocosmetics.com,,FAILED,EMPTY_OR_BLOCK_PAGE
350,https://papinocosmetics.com/product/argan-oil-mask/,papinocosmetics.com,,FAILED,EMPTY_OR_BLOCK_PAGE
351,https://papinocosmetics.com/product/argan-big-bundle/,papinocosmetics.com,,FAILED,EMPTY_OR_BLOCK_PAGE
352,https://papinocosmetics.com/product/argan-oil/,papinocosmetics.com,,FAILED,EMPTY_OR_BLOCK_PAGE
353,https://papinocosmetics.com/product/безсулфатен-шампоан-с-алое-вера-500-мл/,papinocosmetics.com,,FAILED,EMPTY_OR_BLOCK_PAGE
354,https://papinocosmetics.com/product/shampoo-aloe-vera/,papinocosmetics.com,,FAILED,EMPTY_OR_BLOCK_PAGE
355,https://papinocosmetics.com/product/papino-cosmetics-aloe-vera-mask/,papinocosmetics.com,,FAILED,EMPTY_OR_BLOCK_PAGE
356,https://papinocosmetics.com/product/aloe-vera-big-bundle/,papinocosmetics.com,,FAILED,EMPTY_OR_BLOCK_PAGE
357,https://papinocosmetics.com/product/ceramides-milk-protein-shampoo/,papinocosmetics.com,,FAILED,EMPTY_OR_BLOCK_PAGE
358,https://papinocosmetics.com/product/ceramides-milk-protein-mask/,papinocosmetics.com,,FAILED,EMPTY_OR_BLOCK_PAGE
359,https://papinocosmetics.com/product/milk-protein-mask-500/,papinocosmetics.com,,FAILED,EMPTY_OR_BLOCK_PAGE
360,https://papinocosmetics.com/product/milk-proteins-small-bundle/,papinocosmetics.com,,FAILED,EMPTY_OR_BLOCK_PAGE
361,https://papinocosmetics.com/keratin/,papinocosmetics.com,,FAILED,EMPTY_OR_BLOCK_PAGE
362,https://papinocosmetics.com/product/keratin-shampoo/,papinocosmetics.com,,FAILED,EMPTY_OR_BLOCK_PAGE
363,https://papinocosmetics.com/product/shampoo-keratin-small/,papinocosmetics.com,,FAILED,EMPTY_OR_BLOCK_PAGE
364,https://papinocosmetics.com/product/keratin-mask/,papinocosmetics.com,,FAILED,EMPTY_OR_BLOCK_PAGE
365,https://papinocosmetics.com/product/keratin-fluid/,papinocosmetics.com,,FAILED,EMPTY_OR_BLOCK_PAGE
366,https://papinocosmetics.com/product/keratin-golqm-komplekt/,papinocosmetics.com,,FAILED,EMPTY_OR_BLOCK_PAGE
367,https://papinocosmetics.com/product/garlic-shampoo/,papinocosmetics.com,,FAILED,EMPTY_OR_BLOCK_PAGE
368,https://papinocosmetics.com/product/garlic-mask/,papinocosmetics.com,,FAILED,EMPTY_OR_BLOCK_PAGE
369,https://papinocosmetics.com/product/garlic-bundle/,papinocosmetics.com,,FAILED,EMPTY_OR_BLOCK_PAGE
370,https://www.bulinnovation.com/bg/product/bio-eterichno-maslo-rozmarin/#tab1,bulinnovation.com,BULINNOVATION,SUCCESS,
371,https://www.bulinnovation.com/bg/product/bio-eterichno-masla-bezsmurtniche/,bulinnovation.com,BULINNOVATION,SUCCESS,
372,https://www.bulinnovation.com/bg/product/bio-eterichno-maslo-menta/,bulinnovation.com,BULINNOVATION,SUCCESS,
373,https://www.bulinnovation.com/bg/product/био-етерично-масло-от-куркума/,bulinnovation.com,BULINNOVATION,SUCCESS,
374,https://www.bulinnovation.com/bg/product/bio-floralna-voda-ot-rozmarin/,bulinnovation.com,BULINNOVATION,SUCCESS,
375,https://www.bulinnovation.com/bg/product/smes-ot-organichni-floralni-vodi-za-mazna-kosa/,bulinnovation.com,BULINNOVATION,SUCCESS,
376,https://www.bulinnovation.com/bg/product/smes-ot-organichni-floralni-vodi-za-syha-kosa/,bulinnovation.com,BULINNOVATION,SUCCESS,
377,https://www.bulinnovation.com/bg/product/smes-ot-bio-floralni-vodi-za-syha-koja/,bulinnovation.com,BULINNOVATION,SUCCESS,
378,https://www.bulinnovation.com/bg/product/smes-ot-bio-floralni-vodi-za-mazna-koja/,bulinnovation.com,BULINNOVATION,SUCCESS,
379,https://www.bulinnovation.com/bg/product/naturalen-aromatizator-citrus/,bulinnovation.com,BULINNOVATION,SUCCESS,
380,https://www.bulinnovation.com/bg/product/bio-floralna-voda-ot-bulgarska-roza/,bulinnovation.com,BULINNOVATION,SUCCESS,
381,https://www.bulinnovation.com/bg/product/naturalen-aromatizator-bql-bor/,bulinnovation.com,BULINNOVATION,SUCCESS,
382,https://www.bulinnovation.com/bg/product/naturalen-aromatizator-matochina/,bulinnovation.com,BULINNOVATION,SUCCESS,
383,https://damascenashop.net/produkt/honey-rose-150-g/,damascenashop.net,Damascena,SUCCESS,
384,https://damascenashop.net/produkt/deo-cream/,damascenashop.net,Damascena,SUCCESS,
385,https://damascenashop.net/produkt/rose-roses/,damascenashop.net,Damascena,SUCCESS,
386,https://damascenashop.net/produkt/rose-oil-1-ml/,damascenashop.net,Damascena,SUCCESS,
387,https://damascenashop.net/produkt/naturalperfumelight/,damascenashop.net,Damascena,SUCCESS,
388,https://damascenashop.net/produkt/lotionaftersun/,damascenashop.net,Damascena,SUCCESS,
389,https://damascenashop.net/produkt/disinfecting-rose/,damascenashop.net,Damascena,SUCCESS,
390,https://damascenashop.net/produkt/grape-rose/,damascenashop.net,Damascena,SUCCESS,
391,https://damascenashop.net/produkt/balsamlaika/,damascenashop.net,Damascena,SUCCESS,
392,https://damascenashop.net/produkt/balsamroses/,damascenashop.net,Damascena,SUCCESS,
393,https://damascenashop.net/produkt/dvufazenlotion/,damascenashop.net,Damascena,SUCCESS,
